0.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+00,1.429534741147308452e+01,8.472532662667378034e-01,4.291956702001445478e+01,1.921908536463499684e-01,-7.992775336778110068e+04
0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000082e-05,6.400000000000000000e+01,5.000000000000000000e-01,-1.209333152464453888e+05
0.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+00,1.458933037939114641e+01,6.530486877429124704e-01,2.960002060147059666e+01,2.087957403833414771e-01,-2.543605079089421451e+03
0.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,9.683280466804802700e+00,8.007988286482637941e-01,8.000000000000000000e+00,3.557455158716882893e-01,-1.917326131999205245e+03
0.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,1.044806937998610152e+01,7.598678056503275213e-01,8.463332531389397673e+00,3.152673207631714880e-01,-1.754767753506092049e+03
0.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,4.379702205130916681e+00,5.117246960045800791e-02,2.067499598241730041e+01,5.000000000000000000e-01,-2.093127091854428272e+03
0.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,1.483118170635285793e+01,4.499554904113285958e-01,4.233155364151141953e+01,4.511742915869922377e-01,-2.336641124351253893e+03
0.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,1.251708344894737834e+01,3.717504515743424998e-01,2.917976711744727325e+01,3.466589614113411155e-01,-2.055443756211113396e+03
0.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,1.103533424801315732e+01,1.000000000000000000e+00,2.001227052912587112e+01,6.605080089571206681e-02,-1.201048448881335162e+03
0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01,1.000000000000000000e+00,3.149626216283217772e+01,0.000000000000000000e+00,-1.937602112320720380e+03
0.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,1.600000000000000000e+01,1.000000000000000000e+00,6.400000000000000000e+01,0.000000000000000000e+00,-9.261640683727257419e+05
0.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,6.400000000000000000e+01,0.000000000000000000e+00,-3.205661079624239846e+02
0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000082e-05,6.400000000000000000e+01,0.000000000000000000e+00,-5.619337738489884941e+03
0.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,1.553353458686895650e+01,3.137550800759077441e-01,3.665810162228091684e+01,4.278343006856050179e-01,-2.371371501874026308e+03
0.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000082e-05,8.000000000000000000e+00,5.000000000000000000e-01,-3.948815035213307965e+03
0.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,1.600000000000000000e+01,1.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00,-2.223561014494654501e+03
0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,8.437687417555032710e+00,1.464492278374516232e-01,3.989687263161800956e+01,3.518688979104140913e-01,-1.955317607548084879e+03
0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,5.737985048423151824e+00,3.583254582941275412e-01,8.000000000000000000e+00,0.000000000000000000e+00,-2.034790172117576503e+03
0.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,1.600000000000000000e+01,1.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00,-5.648061712837148661e+03
0.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,6.997555307859737894e+00,3.132251997626315787e-01,6.206330834911592831e+01,2.942325425343747525e-01,-2.039536723669400544e+03
0.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,5.496992998121862151e+00,1.000000000000000000e+00,5.357202912559459662e+01,0.000000000000000000e+00,-2.288745479062942650e+03
0.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,1.187392649623992824e+01,8.763279843336103658e-01,4.097607224510360879e+01,5.000000000000000000e-01,-1.696622744153267831e+03
0.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000082e-05,3.810678905365047342e+01,5.000000000000000000e-01,-6.119454420396406204e+04
0.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,5.695166859110760704e+00,9.726895446390328159e-02,6.310636551639220926e+01,1.301704637937023679e-01,-1.964830669805697653e+03
0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,4.060685281845128891e+00,4.708646581515395224e-02,1.418831478246175060e+01,2.125959013605737413e-01,-2.085716140739855746e+03
0.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,1.292252155547655157e+01,5.506517865204146878e-01,8.000000000000000000e+00,2.439493551110231417e-01,-1.912562946405679895e+03
0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000082e-05,8.000000000000000000e+00,5.000000000000000000e-01,-3.344826195513720450e+03
0.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,8.057622747831842958e+00,1.000000000000000000e+00,5.178938006629658730e+01,5.000000000000000000e-01,-3.073420399234768411e+03
