1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,7.501268200004894027e+00,-5.143155310778980471e+00
0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,7.660696188687546204e+00,-4.490070879657919178e+00
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.832309698865214997e+00,-1.850564502378322373e+00
2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,5.683845952015357916e+00,-1.389333175383381302e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.313491650209527961e+00,-3.550531811895102141e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.952714966773129390e+00,-1.387596247995610099e+00
2.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,6.135423576593939110e+00,-1.974531088629234432e+00
1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,6.276050604114908005e+00,-1.434572078001468576e+00
0.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,7.822319665790622878e+00,-4.312468757002423381e+00
2.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,5.878631419515183865e+00,-5.342981024095305287e+00
0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,7.876885408544969991e+00,-4.619495892524399849e+00
1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.174368109451147113e+00,-1.848302059429625999e+00
1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,7.726039620762451321e+00,-3.839797845969484591e+00
2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,6.707925870044420869e+00,-2.912027969604439548e+00
0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,6.808116003859497667e+00,-5.853047438308707662e+00
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,8.670654587958676274e+00,-3.263860353522276547e+00
1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,6.013801073730414615e+00,-3.448563458803754145e+00
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.922583166955012857e+00,-2.106227839274246172e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,5.813257669737311062e+00,-1.634566161599891210e+00
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.382118669967221436e+00,-4.765483646244630833e+00
0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,8.551009808126455169e+00,-4.177311128360686077e+00
0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,8.915819879573838591e+00,-5.740262772071359265e+00
0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,8.353806097331855085e+00,-4.097220725757342308e+00
0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,8.309661059724700038e+00,-2.629999112585662768e+00
0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,7.285126174771666463e+00,-2.593446008567239947e+00
0.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,7.410849192041727207e+00,-2.580555102354759267e+00
0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,7.269489002006712219e+00,-2.465450850285408446e+00
0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,7.215404982314898241e+00,-2.275386267921181815e+00
0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,7.287190802109695831e+00,-1.097788737666558267e+00
0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,6.589831049257693252e+00,-1.120536201306240098e+00
0.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,7.184283118249548572e+00,-1.028600154979366188e+00
0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,8.146761100586379811e+00,-2.232557173180200749e+00
0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,6.491621784590720701e+00,-3.127159115968072278e+00
0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,7.518504920998825725e+00,-1.122072920323228695e+00
2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,7.588500361717009923e+00,-1.657361274326669243e+00
2.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,7.948282715163445644e+00,-1.705199583294254584e+00
2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,6.948713562961396306e+00,-1.328768997107568239e+00
2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,7.520850665541918723e+00,-1.011145335168218473e+00
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.054063005531206798e+00,-1.531469383958694142e+00
2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,7.064791035393615637e+00,-2.868832656285152716e+00
2.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,6.380576398077078437e+00,-1.898244946948526302e+00
2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,8.965429824689715943e+00,-1.306774117543584524e+00
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.690619261955764507e+00,-3.873900284907640490e+00
1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,5.517543420126842513e+00,-2.907159193558095822e+00
2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,8.731040428801902564e+00,-5.072243564847005004e+00
1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,6.706081747877709276e+00,-2.065899457014251706e+00
2.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,6.198148177068904197e+00,-1.755544085283547107e+00
